+0 1:0.564946471352 2:-3.292 3:0.331188879019 4:223.962 5:51.9332355556 6:74.1912933333 7:-6.23091555556 8:15.9663066667 9:26.07272 10:-15.4998577778 11:5.07350666667 12:-6.09821066667 13:-25.113712 14:4.52740088889 15:-12.4802284444 16:-0.127339555556 17:4 18:0.621385222972
+3 1:0.427992749213 2:-12.037 3:0.12866794809 4:160.053 5:44.075704441 6:32.2644050536 7:-3.51715543645 8:-10.5526753446 9:29.4732243492 10:-27.1533575804 11:-17.7580352221 12:-8.59033767228 13:6.22398698315 14:9.55849004594 15:-7.33800153139 16:1.03628790199 17:4 18:0.494188010383
+3 1:0.508219738244 2:-5.965 3:0.156879930033 4:85.322 5:50.1398051471 6:24.6205909926 7:-6.50196966912 8:-17.62984375 9:34.8896351103 10:-22.9665836397 11:-17.3017775735 12:-8.99949080882 13:-20.6090284926 14:-3.48081341912 15:-7.68949264706 16:-2.33105238971 17:5 18:0.52896091809
+3 1:0.376515213678 2:-6.676 3:0.164518197746 4:85.974 5:47.5612829268 6:44.8828829268 7:1.99681672474 8:4.54378188153 9:24.2833874564 10:-21.1429665505 11:0.783116376307 12:-2.05306132404 13:-9.35175052265 14:5.21526271777 15:-10.9744996516 16:-0.178536585366 17:4 18:0.679408561387
+3 1:0.454124266053 2:-5.645 3:0.141864582039 4:167.999 5:49.9306063913 6:20.8623390491 7:3.30622525331 8:5.17738893219 9:25.2368261886 10:-21.18095947 11:-7.57263990647 12:-3.20773421668 13:-12.2932961808 14:1.34459547935 15:-7.86738971161 16:0.919250194856 17:4 18:0.632129140889
+3 1:0.54706895908 2:-10.711 3:0.196160102297 4:110.324 5:43.2157362805 6:62.7362690549 7:31.9627309451 8:8.87485746951 9:51.9469146341 10:-25.5249664634 11:-9.54465091463 12:-2.54857164634 13:-6.79207088415 14:2.46686128049 15:-10.1066272866 16:-5.60587957317 17:4 18:0.474246055217
+3 1:0.183883783478 2:-7.779 3:0.110669220005 4:125.978 5:46.3559203297 6:2.17372069597 7:-8.29343131868 8:-23.6678214286 9:23.1243992674 10:-26.3662261905 11:-10.0721630037 12:-3.32653846154 13:-4.49398992674 14:0.915403846154 15:-8.99202564103 16:0.194874542125 17:3 18:0.432255110058
+0 1:0.784701914481 2:-5.608 3:0.408304909605 4:121.945 5:51.0021852286 6:50.9154273154 7:-9.70903927315 8:4.84283411489 9:15.829144197 10:-20.4072514654 11:-8.30671629543 12:-4.65304103165 13:-3.88088159437 14:7.8516869871 15:-8.78788921454 16:-2.32869988277 17:4 18:0.698219076775
+0 1:0.763922774856 2:-6.964 3:0.408336495999 4:220.082 5:49.5432277448 6:52.9128234421 7:-12.5528086053 8:-0.690893175074 9:14.9053560831 10:-11.8795207715 11:-0.121636498516 12:-0.0985897626113 13:-2.29921513353 14:5.05002967359 15:-12.9892804154 16:-1.1667425816 17:3 18:0.601105383797
+0 1:0.446773725286 2:-5.856 3:0.284216931418 4:129.993 5:47.5393130272 6:52.7298444236 7:15.9090899719 8:37.6937291471 9:36.2923655108 10:-12.7908997188 11:-1.07477319588 12:3.72536551078 13:-5.25398500469 14:-1.47658669166 15:-15.2038744142 16:0.481727272727 17:4 18:0.903827139078
+0 1:0.710989531909 2:-5.79 3:0.218005316265 4:96.945 5:51.606919369 6:39.1307002629 7:29.7126283961 8:-5.42045223488 9:13.6906178791 10:-22.1283602103 11:0.877626643295 12:-1.20858019281 13:-4.86652234882 14:1.20650569676 15:-10.1006914987 16:-5.0995363716 17:4 18:0.551645696141
+0 1:0.606335873487 2:-7.121 3:0.208543558686 4:89.306 5:48.8527219917 6:79.8651804979 7:29.5271379668 8:17.7426991701 9:51.7826141079 10:-17.2373288382 11:4.1265093361 12:5.12149481328 13:-11.2958153527 14:7.14147510373 15:-6.61858713693 16:-11.43181639 17:5 18:0.672957950167
+0 1:0.541449748426 2:-13.401 3:0.145844882228 4:121.842 5:43.6870470453 6:81.2555335628 7:18.896777969 8:-8.00197877223 9:-7.3104670109 10:-28.1654434882 11:11.3793528399 12:3.71404302926 13:7.87245037292 14:6.50249225473 15:-9.91255077453 16:-4.75529030407 17:5 18:0.46171575632
+0 1:0.635387429109 2:-6.196 3:0.357098521832 4:100.02 5:48.9147796443 6:72.3759673913 7:-15.2582045455 8:-8.7086027668 9:30.5182717391 10:-14.9267519763 11:-2.44626383399 12:4.41382806324 13:-6.47674802372 14:2.30449407115 15:-13.67981917 16:3.39235177866 17:4 18:0.730392055638
+0 1:0.594988121531 2:-8.401 3:0.334975142972 4:97.004 5:46.3618074928 6:56.6588115274 7:-27.0307106628 8:-5.92975504323 9:24.2367325648 10:-18.0791423631 11:-3.72752680115 12:6.39566801153 13:-15.0896017291 14:2.73652507205 15:-12.6371429395 16:-8.96041037464 17:4 18:0.769207073493
+0 1:0.402779918887 2:-9.868 3:0.172511710295 4:124.073 5:45.4343448276 6:16.2155086207 7:-32.4959239351 8:4.44047565923 9:13.8852991886 10:-44.8236526369 11:1.66436054767 12:10.497081643 13:-6.30542951318 14:2.707586714 15:-9.16244827586 16:-4.56357099391 17:4 18:0.597733388519
+2 1:0.796752215388 2:-8.446 3:0.479414259288 4:125.029 5:46.6329643766 6:28.2333536896 7:-5.25894995759 8:-13.5411865988 9:35.4636759966 10:-16.3311628499 11:-7.4496437659 12:0.214427480916 13:-0.792733672604 14:3.8582519084 15:-14.9116513995 16:-0.41695250212 17:4 18:0.700632075371
+2 1:0.471500368331 2:-9.728 3:0.204492341447 4:160.437 5:42.3010367816 6:27.6725448276 7:24.159456705 8:-0.919523371648 9:16.1136122605 10:-9.31406130268 11:-1.6471816092 12:3.79630957854 13:-12.1004590038 14:-1.00641532567 15:-11.1707609195 16:-0.8976651341 17:3 18:0.525350496054
+2 1:0.20482323649 2:-14.281 3:0.180520947146 4:133.535 5:36.8264930468 6:-60.5640126422 7:-15.9856978508 8:-27.2936283186 9:41.6271757269 10:-24.2268192162 11:-18.6183666245 12:-0.210686472819 13:-6.16296839444 14:-2.91117067004 15:-3.81887610619 16:4.85070417193 17:3 18:0.319630818078
+2 1:0.516772709225 2:-9.7 3:0.21130887673 4:84.998 5:45.2553175105 6:24.7644018987 7:1.6708649789 8:-5.63391983122 9:19.0735464135 10:-20.5880443038 11:1.36177109705 12:2.92637974684 13:-1.38266666667 14:5.34539240506 15:-10.4596381857 16:-0.240397679325 17:4 18:0.57680972039
+2 1:0.686780945743 2:-6.6 3:0.357933923853 4:91.967 5:48.6262308326 6:51.4511088211 7:21.1587238252 8:17.7450906843 9:-0.128360263809 10:-16.6803619126 11:-6.18600824402 12:6.08173784007 13:-10.0570948063 14:2.01943198681 15:-12.9375070074 16:-7.35247238252 17:4 18:0.748932978106
+2 1:0.524956666019 2:-9.071 3:0.182545387146 4:154.839 5:47.0439042056 6:69.3928650701 7:49.5629848131 8:14.1393995327 9:42.729203271 10:-19.0376109813 11:2.75689778037 12:-1.27593165888 13:-8.41125817757 14:4.94189135514 15:-8.13739661215 16:3.85163901869 17:4 18:0.525919928465
+2 1:0.131161309832 2:-16.337 3:0.337877783417 4:82.509 5:29.780609484 6:-17.4227559275 7:-39.3089553696 8:-30.8055704324 9:38.7079414226 10:-9.67286750349 11:-13.5449344491 12:1.01428870293 13:-4.10047140865 14:2.68530404463 15:-17.394735007 16:9.80914783821 17:5 18:0.473488795266
+2 1:0.692621255367 2:-14.371 3:0.303816123581 4:148.003 5:41.9212340764 6:75.4098184713 7:-16.3657746815 8:-18.9740453822 9:20.3259570064 10:-17.2477802548 11:-10.7798702229 12:-2.96907165605 13:-7.38231926752 14:2.2025294586 15:-12.3041815287 16:-1.45905015924 17:4 18:0.540475484983
+2 1:0.54814741675 2:-7.169 3:0.180954432109 4:89.399 5:49.0747637168 6:40.7840026549 7:22.2053831858 8:-7.83775044248 9:14.6504530973 10:-17.9090787611 11:-3.09769292035 12:0.505346902655 13:-6.12026371681 14:4.98253097345 15:-11.0006123894 16:-2.82469380531 17:5 18:0.525510398607
+2 1:0.656782333991 2:-10.223 3:0.203534481765 4:87.982 5:44.9438478836 6:52.1664503968 7:-6.37638624339 8:-1.92345701058 9:33.1136838624 10:-26.7830376984 11:3.10728108466 12:2.73830357143 13:-5.72186640212 14:2.74886044974 15:-11.8323320106 16:-3.35581547619 17:4 18:0.643653554839
+2 1:0.543614189665 2:-8.144 3:0.285171116484 4:108.701 5:47.1273348101 6:42.7403373418 7:16.3451094937 8:-15.8708493671 9:36.5790126582 10:-16.7758265823 11:-16.7278227848 12:-1.51804493671 13:-4.05811708861 14:3.08276835443 15:-10.4834107595 16:0.500058227848 17:7 18:0.395059014459
+3 1:0.244102238594 2:-10.919 3:0.185500050925 4:212.691 5:43.2259848122 6:18.9924916067 7:-28.1953109512 8:-20.1253565148 9:30.5558401279 10:-26.8539384492 11:-9.69137809752 12:-8.60148041567 13:-0.951192645883 14:2.08591366906 15:-10.9937202238 16:-3.68339328537 17:7 18:0.270244694806
+3 1:0.39559298927 2:-11.671 3:0.144350379615 4:99.995 5:43.9218973701 6:-7.13177293137 7:-4.86695317511 8:-1.11437139192 9:21.9329621552 10:-26.1062912123 11:3.39863181527 12:-12.9472552919 13:-0.445592046183 14:-0.345656189865 15:-9.01026042335 16:-5.4254842848 17:4 18:0.663557939945
+3 1:0.439913172119 2:-5.739 3:0.164455471312 4:120.002 5:49.7325327434 6:13.7641628319 7:-6.91676460177 8:-13.8926389381 9:45.8759221239 10:-26.577180531 11:-3.73942566372 12:-1.75040884956 13:-9.5649 14:0.219902654867 15:-9.19015752212 16:2.00530442478 17:4 18:0.624377785932
+3 1:0.431074393949 2:-9.366 3:0.131379510698 4:117.969 5:46.9480691358 6:33.7920576132 7:12.7546296296 8:-6.0618962963 9:26.7831958848 10:-29.534182716 11:-11.9377300412 12:-6.74759012346 13:-7.94124691358 14:-0.125294650206 15:-5.44237530864 16:1.83361481481 17:4 18:0.570914689338
+3 1:0.250526470058 2:-11.917 3:0.114577123581 4:82.466 5:43.7115166498 6:9.10129767911 7:-8.39659838547 8:-21.3242230071 9:21.2851261352 10:-25.2907588295 11:-0.0399132189707 12:0.623937436932 13:-7.46115741675 14:-2.57146518668 15:-9.6617184662 16:-12.3367346115 17:7 18:0.253294285718
+3 1:0.356810417537 2:-6.063 3:0.151887425691 4:132.496 5:49.6882122558 6:28.645285968 7:13.5447353464 8:-13.1673703375 9:36.88489254 10:-22.3688738899 11:-6.06652575488 12:-4.23860479574 13:-9.50929218472 14:-2.22146714032 15:-9.84184724689 16:-6.84207815275 17:5 18:0.444948138311
+3 1:0.358473984469 2:-8.02 3:0.118068940127 4:89.924 5:47.4305778342 6:45.4748434856 7:15.111641286 8:-8.31348900169 9:28.2683451777 10:-23.5322233503 11:-10.5062994924 12:-5.70444500846 13:-10.7715947547 14:-3.3777715736 15:-6.18670896785 16:4.18647546531 17:4 18:0.474815307301
+3 1:0.256483059462 2:-14.693 3:0.150469350498 4:151.86 5:40.6256817269 6:-4.94006325301 7:45.344373494 8:5.0179437751 9:35.5111907631 10:-20.212560241 11:0.408398594378 12:-1.21029518072 13:0.431125502008 14:0.592285140562 15:-9.25603714859 16:-2.8985311245 17:4 18:0.368910902603
+3 1:0.623691506235 2:-5.911 3:0.212279787285 4:122.398 5:50.694053012 6:1.42580401606 7:9.81983935743 8:-15.4137220884 9:35.359060241 10:-32.4353959839 11:2.78906024096 12:-0.915064257028 13:-6.16061686747 14:0.928529317269 15:-6.62830843373 16:5.14614538153 17:4 18:0.309360943523
+3 1:0.408102821072 2:-7.738 3:0.165916000848 4:95.672 5:49.0057184035 6:9.7658248337 7:-3.44006208426 8:-19.271924612 9:28.2631286031 10:-29.4085243902 11:-10.9886064302 12:-3.72760088692 13:-11.5467993348 14:-0.760318181818 15:-6.9350421286 16:2.88242350333 17:4 18:0.30252823674
+3 1:0.165986170445 2:-11.887 3:0.135180326315 4:129.859 5:41.3307100193 6:-7.43674759152 7:18.2294547206 8:-9.5659460501 9:27.4608564547 10:-18.0772369942 11:-18.9408834297 12:-5.39315510597 13:1.48149807322 14:-0.124219653179 15:-5.31586705202 16:4.83434296724 17:4 18:0.554545934797
+3 1:0.413387108074 2:-12.541 3:0.159450682767 4:159.75 5:42.5419417563 6:-39.3289668459 7:-17.958202509 8:-25.3325815412 9:28.1366827957 10:-26.5051111111 11:-2.04923835125 12:-2.38762724014 13:3.05208243728 14:-0.0928100358423 15:-7.87737992832 16:0.414221326165 17:4 18:0.474693721257
